-1000,11672,108.037030688556,11615,107.772909397492
-900,12422,111.454026396537,12316,110.977475192041
-800,12897,113.564959384486,13034,114.166545012101
-700,13347,115.529217083818,13336,115.481600266016
-600,13517,116.262633722104,13435,115.909447414782
-500,13555,116.425942126315,13916,117.966096824469
-400,14104,118.760262714428,13939,118.063542213505
-350,13867,117.758226888825,13976,118.220133649053
-300,13989,118.275103043709,13997,118.308917668957
-250,13700,117.046999107196,14455,120.228948261224
-200,14061,118.57908753233,14302,119.590969558742
-150,13748,117.251865656799,14295,119.561699552992
-100,13747,117.24760125478,14167,119.025207414228
-50,13668,116.910221965404,14423,120.095795097081
0,13950,118.110118110177,14243,119.344040487994
50,13938,118.059307129934,14289,119.536605272193
100,13897,117.885537705013,14391,119.962494138793
150,14104,118.760262714428,14303,119.59515040335
200,14153,118.966381805954,14130,118.869676536954
250,14072,118.625461010695,14365,119.854077944808
300,14039,118.486286126286,14177,119.06720791217
350,14077,118.646533872676,14359,119.829044893131
400,14052,118.5411321019,13952,118.118584481867
500,13991,118.283557606288,13835,117.622276801633
600,13626,116.730458750062,13656,116.858889263932
700,13340,115.498917743847,13514,116.249731182485
800,12976,113.912246927185,12875,113.468057179102
900,12391,111.314868728306,12369,111.216006042296
1000,11618,107.786826653353,11708,108.203511957792
